 # Complex wave with precise parameters
 # a=0.5, z=-0.7, δ=0.005, α=10, β=log2/(36δ²)
 # x u
  7.53750000E-01  0.00000000E+00
  7.55000000E-01  0.00000000E+00
  7.56250000E-01  0.00000000E+00
  7.57500000E-01  0.00000000E+00
  7.58750000E-01  0.00000000E+00
  7.60000000E-01  0.00000000E+00
  7.61250000E-01  0.00000000E+00
  7.62500000E-01  0.00000000E+00
  7.63750000E-01  0.00000000E+00
  7.65000000E-01  0.00000000E+00
  7.66250000E-01  0.00000000E+00
  7.67500000E-01  0.00000000E+00
  7.68750000E-01  0.00000000E+00
  7.70000000E-01  0.00000000E+00
  7.71250000E-01  0.00000000E+00
  7.72500000E-01  0.00000000E+00
  7.73750000E-01  0.00000000E+00
  7.75000000E-01  0.00000000E+00
  7.76250000E-01  0.00000000E+00
  7.77500000E-01  0.00000000E+00
  7.78750000E-01  0.00000000E+00
  7.80000000E-01  0.00000000E+00
  7.81250000E-01  0.00000000E+00
  7.82500000E-01  0.00000000E+00
  7.83750000E-01  0.00000000E+00
  7.85000000E-01  0.00000000E+00
  7.86250000E-01  0.00000000E+00
  7.87500000E-01  0.00000000E+00
  7.88750000E-01  0.00000000E+00
  7.90000000E-01  0.00000000E+00
  7.91250000E-01  0.00000000E+00
  7.92500000E-01  0.00000000E+00
  7.93750000E-01  0.00000000E+00
  7.95000000E-01  0.00000000E+00
  7.96250000E-01  0.00000000E+00
  7.97500000E-01  0.00000000E+00
  7.98750000E-01  0.00000000E+00
  8.00000000E-01  0.00000000E+00
  8.01250000E-01  0.00000000E+00
  8.02500000E-01  0.00000000E+00
  8.03750000E-01  0.00000000E+00
  8.05000000E-01  0.00000000E+00
  8.06250000E-01  0.00000000E+00
  8.07500000E-01  0.00000000E+00
  8.08750000E-01  0.00000000E+00
  8.10000000E-01  0.00000000E+00
  8.11250000E-01  0.00000000E+00
  8.12500000E-01  0.00000000E+00
  8.13750000E-01  0.00000000E+00
  8.15000000E-01  0.00000000E+00
  8.16250000E-01  0.00000000E+00
  8.17500000E-01  0.00000000E+00
  8.18750000E-01  0.00000000E+00
  8.20000000E-01  0.00000000E+00
  8.21250000E-01  0.00000000E+00
  8.22500000E-01  0.00000000E+00
  8.23750000E-01  0.00000000E+00
  8.25000000E-01  0.00000000E+00
  8.26250000E-01  0.00000000E+00
  8.27500000E-01  0.00000000E+00
  8.28750000E-01  0.00000000E+00
  8.30000000E-01  0.00000000E+00
  8.31250000E-01  0.00000000E+00
  8.32500000E-01  0.00000000E+00
  8.33750000E-01  0.00000000E+00
  8.35000000E-01  0.00000000E+00
  8.36250000E-01  0.00000000E+00
  8.37500000E-01  0.00000000E+00
  8.38750000E-01  0.00000000E+00
  8.40000000E-01  0.00000000E+00
  8.41250000E-01  0.00000000E+00
  8.42500000E-01  0.00000000E+00
  8.43750000E-01  0.00000000E+00
  8.45000000E-01  0.00000000E+00
  8.46250000E-01  0.00000000E+00
  8.47500000E-01  0.00000000E+00
  8.48750000E-01  0.00000000E+00
  8.50000000E-01  0.00000000E+00
  8.51250000E-01  0.00000000E+00
  8.52500000E-01  0.00000000E+00
  8.53750000E-01  0.00000000E+00
  8.55000000E-01  0.00000000E+00
  8.56250000E-01  0.00000000E+00
  8.57500000E-01  0.00000000E+00
  8.58750000E-01  0.00000000E+00
  8.60000000E-01  0.00000000E+00
  8.61250000E-01  0.00000000E+00
  8.62500000E-01  0.00000000E+00
  8.63750000E-01  0.00000000E+00
  8.65000000E-01  0.00000000E+00
  8.66250000E-01  0.00000000E+00
  8.67500000E-01  0.00000000E+00
  8.68750000E-01  0.00000000E+00
  8.70000000E-01  0.00000000E+00
  8.71250000E-01  0.00000000E+00
  8.72500000E-01  0.00000000E+00
  8.73750000E-01  0.00000000E+00
  8.75000000E-01  0.00000000E+00
  8.76250000E-01  0.00000000E+00
  8.77500000E-01  0.00000000E+00
  8.78750000E-01  0.00000000E+00
  8.80000000E-01  0.00000000E+00
  8.81250000E-01  0.00000000E+00
  8.82500000E-01  0.00000000E+00
  8.83750000E-01  0.00000000E+00
  8.85000000E-01  0.00000000E+00
  8.86250000E-01  0.00000000E+00
  8.87500000E-01  0.00000000E+00
  8.88750000E-01  0.00000000E+00
  8.90000000E-01  0.00000000E+00
  8.91250000E-01  0.00000000E+00
  8.92500000E-01  0.00000000E+00
  8.93750000E-01  0.00000000E+00
  8.95000000E-01  0.00000000E+00
  8.96250000E-01  0.00000000E+00
  8.97500000E-01  0.00000000E+00
  8.98750000E-01  0.00000000E+00
  9.00000000E-01  0.00000000E+00
  9.01250000E-01  0.00000000E+00
  9.02500000E-01  0.00000000E+00
  9.03750000E-01  0.00000000E+00
  9.05000000E-01  0.00000000E+00
  9.06250000E-01  0.00000000E+00
  9.07500000E-01  0.00000000E+00
  9.08750000E-01  0.00000000E+00
  9.10000000E-01  0.00000000E+00
  9.11250000E-01  0.00000000E+00
  9.12500000E-01  0.00000000E+00
  9.13750000E-01  0.00000000E+00
  9.15000000E-01  0.00000000E+00
  9.16250000E-01  0.00000000E+00
  9.17500000E-01  0.00000000E+00
  9.18750000E-01  0.00000000E+00
  9.20000000E-01  0.00000000E+00
  9.21250000E-01  0.00000000E+00
  9.22500000E-01  0.00000000E+00
  9.23750000E-01  0.00000000E+00
  9.25000000E-01  0.00000000E+00
  9.26250000E-01  0.00000000E+00
  9.27500000E-01  0.00000000E+00
  9.28750000E-01  0.00000000E+00
  9.30000000E-01  0.00000000E+00
  9.31250000E-01  0.00000000E+00
  9.32500000E-01  0.00000000E+00
  9.33750000E-01  0.00000000E+00
  9.35000000E-01  0.00000000E+00
  9.36250000E-01  0.00000000E+00
  9.37500000E-01  0.00000000E+00
  9.38750000E-01  0.00000000E+00
  9.40000000E-01  0.00000000E+00
  9.41250000E-01  0.00000000E+00
  9.42500000E-01  0.00000000E+00
  9.43750000E-01  0.00000000E+00
  9.45000000E-01  0.00000000E+00
  9.46250000E-01  0.00000000E+00
  9.47500000E-01  0.00000000E+00
  9.48750000E-01  0.00000000E+00
  9.50000000E-01  0.00000000E+00
  9.51250000E-01  0.00000000E+00
  9.52500000E-01  0.00000000E+00
  9.53750000E-01  0.00000000E+00
  9.55000000E-01  0.00000000E+00
  9.56250000E-01  0.00000000E+00
  9.57500000E-01  0.00000000E+00
  9.58750000E-01  0.00000000E+00
  9.60000000E-01  0.00000000E+00
  9.61250000E-01  0.00000000E+00
  9.62500000E-01  0.00000000E+00
  9.63750000E-01  0.00000000E+00
  9.65000000E-01  0.00000000E+00
  9.66250000E-01  0.00000000E+00
  9.67500000E-01  0.00000000E+00
  9.68750000E-01  0.00000000E+00
  9.70000000E-01  0.00000000E+00
  9.71250000E-01  0.00000000E+00
  9.72500000E-01  0.00000000E+00
  9.73750000E-01  0.00000000E+00
  9.75000000E-01  0.00000000E+00
  9.76250000E-01  0.00000000E+00
  9.77500000E-01  0.00000000E+00
  9.78750000E-01  0.00000000E+00
  9.80000000E-01  0.00000000E+00
  9.81250000E-01  0.00000000E+00
  9.82500000E-01  0.00000000E+00
  9.83750000E-01  0.00000000E+00
  9.85000000E-01  0.00000000E+00
  9.86250000E-01  0.00000000E+00
  9.87500000E-01  0.00000000E+00
  9.88750000E-01  0.00000000E+00
  9.90000000E-01  0.00000000E+00
  9.91250000E-01  0.00000000E+00
  9.92500000E-01  0.00000000E+00
  9.93750000E-01  0.00000000E+00
  9.95000000E-01  0.00000000E+00
  9.96250000E-01  0.00000000E+00
  9.97500000E-01  0.00000000E+00
  9.98750000E-01  0.00000000E+00
  1.00000000E+00  0.00000000E+00
